ss_username,cf_username,cf_rating,cc_username,cc_rating
abhilash,abhilash007tt_,1491.0,abhilash007tt_,1822.0
studyonlyonline,studyonlyonline,1519.0,studyonline,1822.0
nkdanta1,nkdanta1,1544.0,nk_danta,1822.0
adzo261,adzo261,1562.0,adzo261,1822.0
aman__gupta__,aman__gupta__,1773.0,aman__gupta__,1822.0
mufaddalnaya,mufaddalnaya,1863.0,mufaddalnaya,1822.0
hellb0y_suru,hellb0y_suru,1482.476800191658,hellb0y_suru,1822.0
Diksha11,diksha11,1482.476800191658,diksha11_,1822.0
jisancse,jisan047,1482.476800191658,jisancse,1822.0
Mohit_balwani,mo-hit,1482.476800191658,mohit4426,1822.0
125terminator,terminator125,1482.476800191658,terminator125,1822.0
amrit5,,1482.476800191658,amrit5,1822.0
nsasrr98,nsasrr98,1482.476800191658,nsasrr98,1822.0
shashank_hire,shashank_hire,1482.476800191658,shashank_hire,1822.0
Dhyey189,dhyey189,1482.476800191658,dhyeypatel,1822.0
atishay127,atishay127,1482.476800191658,atishay127,1822.0
aditya2998,aditya2998,1145.0,aditya2998,1821.0
3rx,3rx,1161.0,srx3,1821.0
saqibkamal,saqib.kamal01,1255.0,saqibkamal,1821.0
divyevilking,divyevilking,1284.0,divyevilking,1821.0
costheta_z,costheta_z,1425.0,costheta_z,1821.0
NayemurRahmanNayem,_aladdin,1445.0,nayem_000_0111,1821.0
sagarika12,sagarika12,1531.0,sagarika12,1821.0
ansh_bafna,ansh_bafna,1598.0,ansh_bafna,1821.0
Spupadhyay,sureshupadhyay900,1620.0,sureshupadhyay,1821.0
karthik,karthikchunduru,1632.0,sl170030258,1821.0
CoderYOG,kumar_yog,1481.6452381360791,yogecoder,1821.0
Jobaidul,jobaidul,1481.6452381360791,jobaidul,1821.0
stop_stalk1256,tourist1256,1481.6452381360791,tourist1256,1821.0
rohg008,rohg007,1481.6452381360791,rohangup007,1821.0
manas17tony,,1481.6452381360791,manas_17,1821.0
akash1729,akash1729,1265.0,akash1729,1820.0
Klaw,ayush_bhandari,1290.0,ayush_2022,1820.0
babangain,babangain,1317.0,babangain,1820.0
ritwikh10,harshal_10,1404.0,hritwik10,1820.0
25shrestha97,25shrestha97,1455.0,gsps13184,1820.0
bhaveshvaswani,bhaveshvaswani,1491.0,bhaveshvaswani,1820.0
dcypher,dcypher,1492.0,kushagrasaksen,1820.0
anishjha025,anishjha025,1555.0,anishjha025,1820.0
ShivY08,shivy08,1571.0,shivy08,1820.0
adiabhi,adi1998,1596.0,adiabhi,1820.0
kunal_1401,zukonit14,1600.0,zukonit14,1820.0
abhishek_patel,abhishek_patel_,1656.0,sh_myname,1820.0
devanshigoel,devanshi345,1661.0,devanshi1234,1820.0
robin_aust,robin_aust,1671.0,robin_aust,1820.0
great762,greatstarashu,1811.0,great762,1820.0
neaj_morshad,neaj_morshad_101,1480.8136760805,neaj_morshad,1820.0
rishisharma__,rishisharma__,1480.8136760805,rishisharma__,1820.0
Abhishekwani01,abhi01,1480.8136760805,abhi_1501,1820.0
jainaman10,amanjainnn,1480.8136760805,jainaman10,1820.0
abinash,abinash,1480.8136760805,abinash_hstu,1820.0
tilakparth,tilakparth,1480.8136760805,tilakagarwal,1820.0
amit_chas,amit_chas,1480.8136760805,amit_chas,1820.0
Yahiya_MYK,yahiya_myk,1480.8136760805,yahiya_97,1820.0
jasbir98,jasbir,1015.0,jasbirsingh,1819.0
bennyjoseph,bennyjoseph,1162.0,bennyjoseph,1819.0
swapnilganguly,swapnilganguly1234,1247.0,clashwithswap,1819.0
vic006,vic006,1401.0,vedavikas06,1819.0
supriya14,supriya14,1432.0,silvester14,1819.0
pranjal__g,pranjal_g99,1434.0,pranjal_g99,1819.0
snape_here,snape_here,1447.0,snape__here,1819.0
yashraj383,yashraj402,1472.0,yashraj383,1819.0
arjun_singh12,arjun_singh12,1484.0,arjun_singh12,1819.0
iamanshup,iamanshup,1502.0,iamanshup,1819.0
neeladree,neeladree,1676.0,neeladree,1819.0
vaibhav_patel,vaibhav_2003,1774.0,vaibhav_1003,1819.0
Vaibhav_1003,vaibhav_2003,1774.0,vaibhav_1003,1819.0
anshuman_7,anshuman_7,1479.9821140249212,anshu_7,1819.0
malikabhishek273,malikabhishek273,1479.9821140249212,amalik123,1819.0
AakashKr,aakashkr,1479.9821140249212,ak9315,1819.0
open_sorcerer,open_sorcerer,1479.9821140249212,open_sorcerer,1819.0
Static_junkk,staticjunkk,1479.9821140249212,static_junk,1819.0
npnkhoi,pazabol,1479.9821140249212,pazabol,1819.0
freak_reality,yatharth_,1276.0,starting_over,1818.0
chabbu,chabbu,1337.0,sarang_vitpune,1818.0
sdpsarker88,sdpsarker88,1722.0,sudip_95,1818.0
mshang,bmu,1892.0,mshang,1818.0
codecunt7,codecunt7,1479.1505519693421,codecunt7,1818.0
shadow883,grimjaw,1479.1505519693421,shadow883,1818.0
Sudhu_1003,sudhu_2000,1479.1505519693421,sudhu_1003,1818.0
sid779,sid779,1479.1505519693421,sid779,1818.0
sa_1,,1479.1505519693421,sa_1,1818.0
nikhil,nikhilgupta311,1479.1505519693421,nikhil30_code,1818.0
ayushaj,ayushaj,1479.1505519693421,ayushaj,1818.0
faizamu19,faizalam,1182.0,faiz_01,1817.0
rachit_raj,rachit_raj,1280.0,rachit27198,1817.0
fahadmd16,fahadmd16,1340.0,fahadmd16,1817.0
18_vaibhav,vaibhav_18,1409.0,vaibhav_198,1817.0
ayu786,ayu786,1417.0,ayu786,1817.0
navi532,navi532,1469.0,navi532,1817.0
PARTHO_DAS,partho_das,1612.0,partho_pdas,1817.0
Xetrazeus,xetrazeus,1613.0,nandi_anirban,1817.0
sourav54,sourav54,1656.0,algo_sourav,1817.0
karanaggarwal,karanaggarwal,1478.3189899137633,karanaggarwal,1817.0
deeepeshthakur,deeepeshthakur,1478.3189899137633,deeepeshthakur,1817.0
raj_orton,bear_grills,1478.3189899137633,raj_humble,1817.0
smaran_168,smaran_bhupathi,1478.3189899137633,smaran_168,1817.0
darKn8,adi_1992,1478.3189899137633,adi1992,1817.0
jimen0luhar,jjimen,1478.3189899137633,jjimenpanchal,1817.0
newbie__,123priyankarai,1478.3189899137633,priyanka_rai,1817.0
breach,breach,1478.3189899137633,breach,1817.0
rohit002,chabhi_kahan_hai,1225.0,rk_02,1816.0
Ganeshrockz,ganeshrockz,1247.0,ganeshrockz,1816.0
kfdvmdk,singh.yuvraj1047,1300.0,yuvraj_2503,1816.0
monsij,monsij,1310.0,monsij,1816.0
aadish,aadish,1406.0,aag_the_fire,1816.0
anjkk01,anjkk01,1407.0,anjkk001,1816.0
pulkitkapoor15,pulkit.kapoor,1431.0,pulkit_hr,1816.0
manishkheta321,manishkheta321,1504.0,manishkheta321,1816.0
ankit_0301,ankit_0301,1522.0,ankit_0301,1816.0
zor_se_bolo,zor_se_bolo,1530.0,dhiravbro,1816.0
lakshyag123,lakshyag123,1614.0,lakshyag123,1816.0
abhip009,abhi009,1618.0,abhip009,1816.0
tushartg,tushartg,1623.0,tushar_garg,1816.0
TanClaw,notleplease,1632.0,donewithwa,1816.0
ankur1,ankurchourasia,1901.0,ankur1,1816.0
sagarthecoder,sagarthecoder2,1477.4874278581844,sagarthecoder,1816.0
rk_02,rohit002,1477.4874278581844,rk_02,1816.0
Vishi_08,vishi_08,1477.4874278581844,vishi_08,1816.0
jda,arihant456,1477.4874278581844,arihantjain456,1816.0
abhivick07,abhivick07,1477.4874278581844,abhivick07,1816.0
amritanand_13,amritanand_13,1477.4874278581844,amritanand_13,1816.0
vs13,vs13,1477.4874278581844,vs13,1816.0
KantimahantiSaiPrasannaKumar,,1477.4874278581844,sai919,1816.0
suvrojit_06,suvrojit_06,1207.0,suvrojit_06,1815.0
2106sakshigupta,sakshi21g,1309.0,sakshi21g,1815.0
codershuvo,_shubho_,1417.0,codershuvo,1815.0
pulak_mbstu,bhowmik,1435.0,pulak_ict15030,1815.0
srivasshubh,srivasshub,1463.0,srivasshub,1815.0
deepcpp,deepcpp,1620.0,deepcpp,1815.0
aaditya2000,guest_7,1766.0,aaditya_12,1815.0
atishya_20,atishya_20,1476.6558658026054,atishyajain86,1815.0
rifat_072,rifat_072,1476.6558658026054,rifat_072,1815.0
srvptk97,,1476.6558658026054,srvptk,1815.0
utkrisht3108,utkrisht.3108,1476.6558658026054,utkrisht3108,1815.0
eddycael,eddycael,1476.6558658026054,eddycael,1815.0
MYSTRANGE,mysticmaster,1476.6558658026054,rocknraj,1815.0
animated_anand,animated_anand,1476.6558658026054,dream_19,1815.0
mukeshchugani10,mukeshchugani10,1148.0,mukesh_10,1814.0
ayushkumar,ayush0402,1251.0,vigorous,1814.0
sumanmaji,sumanmaji,1294.0,suman_maji,1814.0
kunal333,kunal333,1348.0,kumarkunal333,1814.0
aryan9211,aryan9211,1358.0,aryan_9211,1814.0
Sam1tejch,sam1tejch,1392.0,sam1tejch,1814.0
nikita,_nikita,1444.0,nikita__gupta,1814.0
sachinc_19,sachinc,1502.0,sachinc_19,1814.0
foool,foool,1512.0,hilbert23,1814.0
surjit_2001,surjit_2001,1613.0,surjit_2001,1814.0
vjvjain0,vjvjain0,1621.0,vjvjain0,1814.0
devjak,devjak,1787.0,devendrajakhar,1814.0
phoenix71,phoenix71,2185.0,phoenix71,1814.0
ankrypt,ankrypt,1475.8243037470265,ankrypt,1814.0
iamssk,iamssk,1475.8243037470265,iamssk,1814.0
akhilendra11,akhilendra11,1475.8243037470265,akhilendra11,1814.0
kumarpratyush4,kumarpratyush4,1475.8243037470265,kumarpratyush_,1814.0
harsha_19,harsha30,1475.8243037470265,harsha_23,1814.0
Kushagra_Goenka,mr.adept,1475.8243037470265,kushagra751,1814.0
sirius9,sirius9,1016.0,sirius9,1813.0
suyashky,suyashky,1046.0,suyash_888,1813.0
activekyson,suyashky,1046.0,suyash_888,1813.0
IndraAdhikary,indra_adhikary,1213.0,indra_adhikary,1813.0
ashlobo247,ashlobo247,1309.0,ashlobo247,1813.0
gargaddy2202,aditya123garg,1345.0,addy1234,1813.0
bhagat_shubham,rmivuxg,1351.0,bhagat_shubham,1813.0
C0de_Bl0cker,c0de_bl0cker,1441.0,lit2018013,1813.0
MRITuhin,rabiul-islam,1629.0,mrit,1813.0
Saurav_Paul,saurav_paul,1648.0,saurav_paul,1813.0
vontman,vontman,1474.9927416914475,vontman,1813.0
SiddhantAttavar,siddhantattavar,1474.9927416914475,siddhant2005,1813.0
addy1234,aditya123garg,1474.9927416914475,addy1234,1813.0
p_square_m,prthptl14,1474.9927416914475,p_square_m,1813.0
the_sharpner,rajat.maurya3423,1474.9927416914475,rajat_3435,1813.0
hasitpbhatt,hasit.p.bhatt,1474.9927416914475,hasitpbhatt,1813.0
shuba400,shuba400,1474.9927416914475,shuba400,1813.0
DebRC,debrc,1001.0,debrc,1812.0
chirayu_jain98,chirayu,1192.0,chirayu_98,1812.0
prateeksinghal,fortis_sage,1218.0,fortis_sage,1812.0
shekhar_1999,shekhar_1999,1218.0,shekhar_1999,1812.0
Purendra_,purendra_,1258.0,purendra1,1812.0
akash_baghel,akash_baghel,1279.0,akash_baghel,1812.0
emrulhasan,emrulhasan,1334.0,emrulhasan,1812.0
fahadkhaanz786,fahadkhaanz,1548.0,fahadkhaanz786,1812.0
vishesh_iitdhanbad,khatu_shyam_meri_pehchan,1628.0,khatu_shyam01,1812.0
divik544,divik544,1632.0,divik544,1812.0
mirceadino,mirceadino,2001.0,mirceadino,1812.0
flyingbag65,flyingbag65,1474.1611796358686,flyingbag65,1812.0
bansal1232,bansal1232,1474.1611796358686,bansal1232,1812.0
mepromee,mepromee,1474.1611796358686,mepromee,1812.0
piledriver,piledriver,1474.1611796358686,piledriver,1812.0
eliteReaper,partha_paul,1474.1611796358686,elite_reaper,1812.0
jattdamqabla,ari0408,1474.1611796358686,arihant0408,1812.0
volcanus,,1474.1611796358686,volcanus,1812.0
amanrajok,a_man_raj,1199.0,amanrajok,1811.0
trishala_17,trishala_naman,1462.0,trishala_naman,1811.0
cheesetomato,yashokirtisoni,1480.0,yashokirti16_,1811.0
iamSadee,iamsadee,1696.0,iamsadee,1811.0
yougaindra,yougaindra,1473.3296175802898,yougaindra,1811.0
Lakshya_1412,lakshya14,1473.3296175802898,lakshya0515,1811.0
aman33459,aman33459,1473.3296175802898,amunation,1811.0
Imtechwiz,imtechwiz,1473.3296175802898,imtechwiz,1811.0
bitrish,bitrish,1147.0,code_buz,1810.0
saurav3199,streaker_rules,1341.0,saurav3199,1810.0
valiant_vidit,valiant_vidit,1434.0,valiant_vidit,1810.0
varun_lannister,varun_raj,1451.0,varun_raj,1810.0
procrastinator,saikarthikmuppa,1478.0,saikarthik_msk,1810.0
pearlmm,pearlz,1509.0,kshitijbapna,1810.0
abeaumont,abeaumont,1668.0,abeaumont,1810.0
void,anand,1472.4980555247107,v0id14,1810.0
silentt_killerr,silenttkillerr,1472.4980555247107,silenttkillerr,1810.0
agrajagrawal,agraj_,1472.4980555247107,agrajagrawal,1810.0
paranoidninja,t1war1,1472.4980555247107,paranoidninja,1810.0
yash1998sarda,yash355,1472.4980555247107,yash355,1810.0
gaurav321,,1472.4980555247107,loc321,1810.0
swagsy,swagsy,1472.4980555247107,mehul_23,1810.0
Is35,decoder07,1083.0,ksuyash745,1809.0
AayushAC1998,aayushac1998,1254.0,aayushac1998,1809.0
mgautam,yw6wk,1260.0,mgautam98,1809.0
BabyShadow,baby._.shadow,1283.0,babyshadow,1809.0
choudharysunnyshiv786,ssc2001,1311.0,ssc_2001,1809.0
DynamicPranjal,dynamicpranjal,1402.0,toxicviper,1809.0
kartikey104,kartikey104,1497.0,kartikey104,1809.0
vivek0206,vivek0206,1615.0,vivek0206,1809.0
klexis,klexis,2223.0,klex,1809.0
puneet_08_,puneet_08,1471.6664934691319,puneet_08_,1809.0
iamtoxicviper,dynamicpranjal,1471.6664934691319,toxicviper,1809.0
ankur2409,revas09,1471.6664934691319,ankur2409,1809.0
junior08,junior08,1471.6664934691319,junior08,1809.0
pratikjain226,pratikjain226,1471.6664934691319,pratikjain226,1809.0
Kunalc,k_u_n_a_l_c,1471.6664934691319,kunalc,1809.0
ArnavVarshney,varshney.arnav,1221.0,arnavvarshney,1808.0
riddle17,riddle17,1273.0,riddle17,1808.0
include_sajal,include_sajal,1290.0,include_sajal,1808.0
fyter_112,fyter_112,1303.0,fyter_112,1808.0
moiz_hussain,moiz_hussain,1304.0,moiz_hussain,1808.0
taivan_r,frostbite,1351.0,taivan_reza,1808.0
praknew01,james_bot,1449.0,praknew01,1808.0
shrutijain206,shrutijain20,1462.0,shrutijain206,1808.0
vector96,vector96,1477.0,vector96,1808.0
shivam51,heath_cliff,1492.0,shivam51,1808.0
Flop_coder,flop_coder,1492.0,flop_coder,1808.0
ransh,ransh,1526.0,ransh,1808.0
venkatvb,venkatvb,1605.0,venkatvb,1808.0
lokpati,lokpati,1470.8349314135528,lokpati_10,1808.0
ashunimbz,avada_kedavara,1470.8349314135528,ashforever007,1808.0
naimish_singhj,naimish-singh,1470.8349314135528,naimish_singh,1808.0
im_sanyam,im_sanyam,1470.8349314135528,im_sanyam,1808.0
hellothere123,mr_cruise,1277.0,krishrustagi,1807.0
mayankmj30,mayankjain3010,1442.0,mayankmj30,1807.0
syntaxError029,2braincells,1453.0,syntaxerror029,1807.0
dheerajkotwani,dheerajkotwani,1468.0,dheeraj_0904,1807.0
yash_kakarot,yash_kakarot,1517.0,yash_code_guy,1807.0
anshshah456,dream_cyan_blue_purple,1533.0,govardhanshah,1807.0
devesh08,devesh08,1609.0,devesh08,1807.0
shouryap,shouryap,2102.0,shouryap,1807.0
Himanshu_ramoliya,himanshu.ramoliya,1470.003369357974,himanshu1120,1807.0
jaideeppyne1997,jaideeppyne1997,1470.003369357974,jaideeppyne,1807.0
gabrudj,gabrudj,1470.003369357974,gabrudj,1807.0
DeVasu,ano_nymous,1470.003369357974,devasu,1807.0
topmost,partharora1010,1470.003369357974,p4parth,1807.0
GodSpeed13,godspeed13,1470.003369357974,a_anand1,1807.0
pratik1999,pratiksunny,1147.0,pratiksunny,1806.0
freakcap,freakcap,1157.0,freakcap,1806.0
gagandeepahuja09,gagandeep98,1225.0,gagand33p,1806.0
tonystark0050,himank_goel,1285.0,himankgoel,1806.0
sonupmandal,sonupmandal,1305.0,sonupmandal,1806.0
cs234_shrey,cs234_shrey,1336.0,cs234_shrey,1806.0
bharathsan,bharathsan,1416.0,sanbharath1999,1806.0
joe_t78,joe_t78,1470.0,joe_t78,1806.0
A_man909,a_man909,1935.0,a_man909,1806.0
satyam_51,satyam_512,1469.171807302395,satyam_51,1806.0
flamestorm,flamestorm,1469.171807302395,flamestorm153,1806.0
hulk_baba,hulk_baba,1469.171807302395,hulk_baba,1806.0
AbhiSanta,abhisanta,1469.171807302395,santhabhishek,1806.0
aashu_01,aashu_01,1129.0,aashu_01,1805.0
prabhashrai02,prabhashrai02,1173.0,prabhashrai02,1805.0
an2609,an2609,1194.0,an2609,1805.0
hkd,agile,1255.0,hemantkediyal,1805.0
riddhi77,riddhi77,1277.0,riddhi77,1805.0
debargham14,debargham14,1323.0,debargham14,1805.0
mrityun_mahato,mrityun_mahat,1343.0,mrityun_mahato,1805.0
Aman_Codes,aman-codes,1365.0,aman_dwivedi,1805.0
hardikgulati2996,the_monster_hg,1433.0,hardikgulati96,1805.0
ayush57,servermonk,1462.0,ayush572000,1805.0
Keepitsimple,harsh_verma,1627.0,harsh_verma,1805.0
SakibAlamin,sakib_alamin,1737.0,sakibalamin,1805.0
amstan,amstan,1838.0,amstan,1805.0
Hailo,hailo,2045.0,hailo,1805.0
jheel4,jheel4,1468.340245246816,jheelpatel97,1805.0
saan,saand_nitd,1468.340245246816,saand_nitd,1805.0
hrsvrdhn,hrsvrdhn,1468.340245246816,hrsvrdhn,1805.0
vmharwani,deadshot13,1468.340245246816,vmharwani,1805.0
Mohd_Faisal,mohd_faisal,1468.340245246816,silvershaded,1805.0
PARTH_4399,parth_4399,1468.340245246816,hungry_chef,1805.0
azadkumar,azadkumar,1468.340245246816,azadkumar,1805.0
divyaraj_vaghela,divyaraj_vaghela,1468.340245246816,divyaraj_1,1805.0
todumanish,manish30,1468.340245246816,todumanish,1805.0
tanmax,tanmax,1468.340245246816,not_today,1805.0
ardhya,ardhya,1468.340245246816,ardhya,1805.0
Jack2318,jack2318,1468.340245246816,jack2318,1805.0
rajneesh_18,rajneesh_18,1468.340245246816,rajneesh_18,1805.0
gopikrishna_p,gopikrishna_p,1176.0,gopikrishna_p1,1804.0
hridoy_089,tareqmahmudhridoy,1191.0,hridoy_089,1804.0
abhi_admin,abhi_admin,1284.0,abhi_admin,1804.0
A_A_N_R,nur_riyad,1309.0,nur_riyad,1804.0
ishaan19,ishaan19,1405.0,syntaxerorr,1804.0
KDSB,_contender_,1489.0,karanbajwa9912,1804.0
manasp,manasp,1530.0,manasp,1804.0
mahabubrahman,mahabub.rahman,1543.0,mahabub618,1804.0
ishuu,ishuu7,1550.0,chandlerbing7,1804.0
Noob_MB,noob_mb,1900.0,mananbordia,1804.0
monsterspy,monsterspy,1467.5086831912372,arjunrana19,1804.0
anandanimesh99,anandanimesh99,1467.5086831912372,anandanimesh98,1804.0
Devanshul,silverwing05,1467.5086831912372,devanshul,1804.0
Vikas,vikas_gautam,1257.0,vg5823967,1803.0
laksh_balani,laksh02balani,1271.0,laksh02balani,1803.0
ojha_vivek,ojha_vivek,1411.0,ojha_vivek,1803.0
Black_heart,kushrike,1411.0,kushalsrivasta,1803.0
paawan9s,paawan_singal,1453.0,paawan_singal,1803.0
imsidduroy,imsidduroy,1479.0,imsidduroy,1803.0
Islam_Rafat,islam_rafat,1502.0,islam_rafat,1803.0
XBuriza,xburiza,1557.0,xburiza,1803.0
abhi5hekk,abhi5hekk,1466.6771211356584,abhi5hekk,1803.0
Hazardous120,hazardous120,1466.6771211356584,hazardous120,1803.0
bkunjesh,bkunjesh,1466.6771211356584,kunjeshb,1803.0
yashvardhan29,yashvardhan29,1466.6771211356584,yashvardhan29,1803.0
clairevoyance,nikka18,1466.6771211356584,silentknight16,1803.0
soviet28,soviet28,1466.6771211356584,soviet28,1803.0
miss_me_9,miss_me_9,1466.6771211356584,shiv_9,1803.0
rajansh87,anshraj_shrivastava,953.0,rajansh87,1802.0
ankush_kr,ankush_kr,1062.0,ankush_kr,1802.0
SharmaJiKaLadka,grindgame,1078.0,divergent42,1802.0
gk_8235,lucifer0897,1183.0,lucifer0897,1802.0
alderson,elle22,1293.0,abhinav018,1802.0
atharva_adhav_,atharva_adhav_,1298.0,atharva_adhav_,1802.0
saifncoder,saifncoder,1350.0,saifncoder,1802.0
noob_26,noob_26,1376.0,noob_26,1802.0
Dilemma27,dilemma27,1402.0,potterhead_07,1802.0
Manjur13673,manjur15,1432.0,manjur13673,1802.0
theviralv,theviralv,1606.0,theviral_v,1802.0
rob_in_1,brainyisthenewsexy,1611.0,rob_in_1,1802.0
ayushsingh,ayushsinghiitr,1465.8455590800793,ayushsinghmf,1802.0
m_patel,m_patel,1465.8455590800793,m_patel,1802.0
ms__,ms__,1465.8455590800793,m_sharma,1802.0
shubho5das,shubho5das,1465.8455590800793,sd05,1802.0
lakshya_cr2,,1465.8455590800793,lakshya8779,1802.0
ab_code,ab_code,1465.8455590800793,ab_code,1802.0
code_astra,code_astra,1465.8455590800793,code_astra,1802.0
sahumohit22,sahumohit,1181.0,sahumohit,1801.0
nitin_2102,nitin_k_shukla,1296.0,nitin_2102,1801.0
tiwari0000,tiwari0000,1300.0,sidd8528,1801.0
krishna_07,krishna_07,1354.0,krishna071,1801.0
dwivedkunal100,dwivedikunal100,1422.0,dwivedikunal10,1801.0
piyush380,piyush380,1426.0,piyush380,1801.0
sam2506,just_watch,1744.0,sam2506,1801.0
joker70,joker70,1900.0,joker70,1801.0
Abhijith190300,abhijith190300,1465.0139970245004,abhi190300,1801.0
boovi,boovi,1465.0139970245004,boovi,1801.0
karan2604,karan2604,1188.0,karan2604,1800.0
Sm210199,sm210199,1241.0,shubhammittal2,1800.0
vigneshrc,vigneshrc,1309.0,vigneshrc,1800.0
refertoyash,refertoyash,1313.0,shivyash9,1800.0
harshavaranasi,harshavaranasi614336,1325.0,harsha_man,1800.0
ram_mahto,ram_mahto,1334.0,ram_mahto,1800.0
charan9948,charan9948,1397.0,charan9948,1800.0
ebiswas,ebiswas7516,1425.0,emonc193032,1800.0
bp274,bp274,1468.0,bp274,1800.0
Arthur_08,arthur_08,1469.0,arthur08,1800.0
sandy5858,sandy5858,1523.0,sandy5858,1800.0
abhinavagarwal79,cool__dude__69,1566.0,sanketagarwal,1800.0
Zayadi,zayadi,1686.0,ahmedalzayady,1800.0
GoTora,sabercpp,1464.1824349689214,sabrecpp,1800.0
Vivek_07,ronny_123,1464.1824349689214,vivek_singh123,1800.0
arpan10godiyal,arpan_100,1464.1824349689214,arpan10godiyal,1800.0
abhi1260,abhi1260,1464.1824349689214,ab2214,1800.0
devendr09,devendr2609,1464.1824349689214,shirogane,1800.0
sam_jn,sam_jn,1464.1824349689214,sam_jn,1800.0
rk173238,rk173238,1003.0,rk173238,1799.0
amanagarwal03,amanagarwal03,1112.0,amanagarwal03,1799.0
blazing_zap18,blazing_zap18,1308.0,suyash1814,1799.0
deepakyadav18,deepakyadav18,1334.0,deepakyadav18,1799.0
Ruhan,ruhan_the_error_coder,1338.0,knight_rider_r,1799.0
anto777,anto777,1441.0,anto777,1799.0
Nieb_Hasan_077,nieb_hasan_077,1464.0,nieb_hasan_077,1799.0
king_Bradley,kill_or_be_killed,1469.0,kill_or_kill,1799.0
titanium_24,shikhargup_19,1471.0,shikhargup_19,1799.0
Namanlalit,naman.lalit,1562.0,namanlalit99,1799.0
nick432,bronax,1641.0,bronax1,1799.0
Deepesh_Sah,deepesh_sah,1663.0,deepesh_sah,1799.0
anshul_jindal,anshul_jindal,1698.0,anshul_jindal,1799.0
svaderia,svaderia,1841.0,shyamal1312,1799.0
blazer_007,blazer_007,1463.3508729133425,blazer_007,1799.0
kshitijanand36,kshitijanand36,1463.3508729133425,aim_google234,1799.0
thestsaikat,stsaikat,1463.3508729133425,thestsaikat,1799.0
Nitin_ksh,nitin_ksh,1463.3508729133425,n_18bcs6626,1799.0
normal_15,normal_15,1463.3508729133425,nike_rkt,1799.0
cyclades,cyclades,1227.0,cyclades,1798.0
anuragdvd,anuragdvd,1320.0,botdvd,1798.0
kissu_pari_na,kissu_pari_na,1327.0,namomizarahid,1798.0
sam_b,sam_b,1332.0,sam_b,1798.0
imshubh7,imshubh7,1418.0,imshubh7,1798.0
saifu,saifurrahman,1427.0,saifu0,1798.0
motoman,v_ns,1435.0,v_ns,1798.0
diegogrc,diegogrc,2338.0,diegogrc,1798.0
rajshah9914,rajshah9914,1462.5193108577637,rajshah9914,1798.0
aditya130420,aditya_1304,1462.5193108577637,aditya_1304,1798.0
allrounder,allrounder,1462.5193108577637,raja44ever,1798.0
gnana_19,gnana_19,1462.5193108577637,gnana_19,1798.0
mrkorat,vrkorat211,1462.5193108577637,mrkorat,1798.0
savage_coder,savage_coder,1462.5193108577637,savage_coder,1798.0
pramodjais123,pramodjais123,1462.5193108577637,pramodjais517,1798.0
Kakarot00,kakarot00,1315.0,kakarot00,1797.0
smile001,smile001,1367.0,smile001,1797.0
vaibhav_lmp,vaibhav_lmp,1376.0,vaibhav_lmp,1797.0
HarshKumbhat,harshkumbhat,1454.0,kumbhat_harsh,1797.0
andromeda,tomandjerryfan,1600.0,debk,1797.0
Debarghya,tomandjerryfan,1600.0,debk,1797.0
rawnix,rawnix,2053.0,rawnix,1797.0
Ravi_26,ravi_26,1461.6877488021846,rravi_123,1797.0
aloo123,aloo123,1461.6877488021846,aloo1304,1797.0
pratyush_12,pratyush_11,1461.6877488021846,pratyushjagaty,1797.0
qlf9,qlf9,1461.6877488021846,qlf9,1797.0
aayush_1607,aayush_1607,1461.6877488021846,aayush_1607,1797.0
suyashsrv7,suyashsrv7,1461.6877488021846,suyashsrv7,1797.0
THUNDER,_.thunder._,1065.0,krenil_1511,1796.0
vaps2012000,vaps2012000,1228.0,killer59,1796.0
agarwalavinash_aa,agarwalavinash14,1236.0,avinash1998,1796.0
yadav171097,aky121,1247.0,yadav171097,1796.0
vaibhav29498,vaibhav29498,1290.0,vaibhav29498,1796.0
yashwant_kumar,yashwant750,1326.0,eagle750,1796.0
jaskirat01,jaskiratsingh,1354.0,jaskirat01,1796.0
Lukman03,lukman03,1395.0,lukman03,1796.0
m99,destroyed,1399.0,moudud99,1796.0
jainam102,jainamshah102,1410.0,jainamshah102,1796.0
abinator_1308,abinator_1308,1504.0,abinator_1308,1796.0
ay_singh,ay_singh,1505.0,aysing,1796.0
Reayz,reayz,1513.0,reayz,1796.0
harshraj22,harshraj22,1515.0,harshraj22,1796.0
alien_Y,jatinmunjal2k,2107.0,jatinmunjal2k,1796.0
redblade098,redblade098,1460.8561867466058,redblade098,1796.0
Dablu_saha,dablu_saha,1460.8561867466058,dablu_saha,1796.0
rts13,rtsaurav,1460.8561867466058,rtsaurav3,1796.0
nitish235,nitish235,1460.8561867466058,nitish235,1796.0
bvian315,bvian315,1460.8561867466058,bvian16,1796.0
ashwinginoria,ashwinginoria,1460.8561867466058,ashwin2105,1796.0
jain_shub,jainshub755,1254.0,coder_jainshub,1795.0
shivang_1234,shivang_1234,1329.0,shivang_1234,1795.0
Abhishek1152,bigo1,1355.0,abhishek1152,1795.0
antik,antik_01,1406.0,antik_gr,1795.0
codeknight13,codeknight13,1412.0,codeknight13,1795.0
Vishalthinks,vishal_bharambe,1419.0,vishalthinks,1795.0
amanbhawsar99,amanbhawsar99,1447.0,aman_bhawsar,1795.0
fa1k0n,fa1k0n,1456.0,abhigupta3,1795.0
